OBJECTID,Join_Count,TARGET_FID,Id,osm_id,highway,waterway,aerialway,barrier,man_made,z_order,other_tags,,,,X,Y
14831,3,14830,0,612468281,primary_link, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.420243 ,30.707749 
14833,4,14832,0,938614319,secondary, , , , ,-14,"""layer""=>""-1"",""oneway""=>""yes"",""tunnel""=>""yes""",,,,114.420267 ,30.488253 
14834,3,14833,0,101951046,secondary, , , , ,6,"""bicycle""=>""yes"",""oneway""=>""yes""",,,,114.420286 ,30.417526 
14835,4,14834,0,205366209,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""2"",""maxspeed""=>""80"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.420318 ,30.621660 
14836,3,14835,0,731609497,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.420331 ,30.467551 
14837,3,14836,0,101951068,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.420337 ,30.435765 
14839,4,14838,0,205366209,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""2"",""maxspeed""=>""80"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.420347 ,30.621567 
14840,4,14839,0,938614320,secondary, , , , ,-14,"""layer""=>""-1"",""oneway""=>""yes"",""tunnel""=>""yes""",,,,114.420361 ,30.487643 
14841,4,14840,0,388433257,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.420366 ,30.534686 
14843,3,14842,0,205366209,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""2"",""maxspeed""=>""80"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.420371 ,30.621490 
14845,4,14844,0,938614320,secondary, , , , ,-14,"""layer""=>""-1"",""oneway""=>""yes"",""tunnel""=>""yes""",,,,114.420378 ,30.487843 
14846,4,14845,0,101951067,primary_link, , , , ,7,oneway""=>""yes"",,,,114.420379 ,30.435806 
14848,4,14847,0,101951067,primary_link, , , , ,7,oneway""=>""yes"",,,,114.420391 ,30.435819 
14849,4,14848,0,938614320,secondary, , , , ,-14,"""layer""=>""-1"",""oneway""=>""yes"",""tunnel""=>""yes""",,,,114.420392 ,30.487995 
14850,3,14849,0,875919694,primary, , , , ,7,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.420397 ,30.707523 
14851,4,14850,0,938614320,secondary, , , , ,-14,"""layer""=>""-1"",""oneway""=>""yes"",""tunnel""=>""yes""",,,,114.420412 ,30.488232 
14852,3,14851,0,963260884,secondary, , , , ,6,oneway""=>""yes"",,,,114.420433 ,30.487417 
14853,4,14852,0,429460216,primary, , , , ,7,"""lanes""=>""3"",""name:zh""=>""????"",""oneway""=>""yes"",""ref""=>""S111""",,,,114.420444 ,30.707206 
14854,4,14853,0,101951067,primary_link, , , , ,7,oneway""=>""yes"",,,,114.420445 ,30.435872 
14855,3,14854,0,456261683,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.420467 ,30.435769 
14856,3,14855,0,101951067,primary_link, , , , ,7,oneway""=>""yes"",,,,114.420473 ,30.435899 
14858,3,14857,0,105144502,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.420503 ,30.629018 
14861,3,14860,0,1013445200,construction, , , , ,0,"""construction""=>""secondary"",""oneway""=>""yes""",,,,114.420573 ,30.488316 
14862,4,14861,0,363407693,secondary, , , , ,6, ,,,,114.420574 ,30.629159 
14864,3,14863,0,519357914,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""1"",""maxspeed""=>""60"",""oneway""=>""yes""",,,,114.420610 ,30.495908 
14866,3,14865,0,938614322,secondary, , , , ,6,"""construction""=>""trunk_link"",""oneway""=>""yes""",,,,114.420631 ,30.487962 
14867,3,14866,0,973192698,construction, , , , ,50,"""bridge""=>""yes"",""construction""=>""primary"",""layer""=>""4"",""oneway""=>""yes""",,,,114.420639 ,30.438569 
14869,3,14868,0,733800325,motorway, , , , ,9,"""lanes""=>""2"",""name:en""=>""4th Ring Road"",""oneway""=>""yes"",""ref""=>""S40""",,,,114.420642 ,30.386797 
14871,3,14870,0,963260884,secondary, , , , ,6,oneway""=>""yes"",,,,114.420658 ,30.487683 
14874,4,14873,0,425879629,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.420760 ,30.534588 
14876,3,14875,0,963229801,construction, , , , ,0,"""construction""=>""secondary"",""oneway""=>""yes""",,,,114.420802 ,30.490951 
14877,4,14876,0,175748117,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""2"",""maxspeed""=>""80"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.420819 ,30.619657 
14879,3,14878,0,429460216,primary, , , , ,7,"""lanes""=>""3"",""name:zh""=>""????"",""oneway""=>""yes"",""ref""=>""S111""",,,,114.420895 ,30.707377 
14880,4,14879,0,205366209,trunk, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""3"",""layer""=>""2"",""maxspeed""=>""80"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.420952 ,30.619653 
14882,3,14881,0,730852267,secondary, , , , ,6,oneway""=>""yes"",,,,114.420975 ,30.490811 
14883,3,14882,0,963260884,secondary, , , , ,6,oneway""=>""yes"",,,,114.420992 ,30.487770 
14884,3,14883,0,104662794,trunk_link, , , , ,28,"""bridge""=>""yes"",""lanes""=>""1"",""layer""=>""1"",""maxspeed""=>""40"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.421041 ,30.621543 
14885,4,14884,0,1013445198,construction, , , , ,0,"""construction""=>""secondary"",""oneway""=>""yes""",,,,114.421054 ,30.487949 
14886,3,14885,0,122893750,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.421071 ,30.601540 
14887,3,14886,0,938614322,secondary, , , , ,6,"""construction""=>""trunk_link"",""oneway""=>""yes""",,,,114.421111 ,30.487876 
14888,3,14887,0,492711258,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""-1""",,,,114.421211 ,30.523304 
14889,3,14888,0,492711255,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.421211 ,30.523226 
14890,4,14889,0,377968758,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""S122""",,,,114.421220 ,30.021869 
14893,4,14892,0,973192701,construction, , , , ,40,"""bridge""=>""yes"",""construction""=>""trunk_link"",""layer""=>""3"",""oneway""=>""yes""",,,,114.421330 ,30.435342 
14895,3,14894,0,175731123,trunk, , , , ,8,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.421382 ,30.601743 
14896,4,14895,0,138460970,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""S122""",,,,114.421405 ,30.021846 
14898,3,14897,0,233487233,primary, , , , ,7,oneway""=>""yes"",,,,114.421417 ,30.613562 
14900,3,14899,0,233487253,primary, , , , ,7,oneway""=>""yes"",,,,114.421442 ,30.613358 
14901,3,14900,0,101954131,primary, , , , ,7,oneway""=>""yes"",,,,114.421509 ,30.435225 
14902,3,14901,0,314073792,trunk_link, , , , ,38,"""bridge""=>""yes"",""lanes""=>""1"",""layer""=>""2"",""maxspeed""=>""40"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.421519 ,30.622644 
14903,3,14902,0,205366210,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""oneway""=>""yes""",,,,114.421542 ,30.617228 
14905,3,14904,0,731609491,trunk, , , , ,38,"""bridge""=>""viaduct"",""layer""=>""3"",""oneway""=>""yes""",,,,114.421584 ,30.435126 
14908,4,14907,0,828014197,secondary, , , , ,6,oneway""=>""yes"",,,,114.421695 ,30.492908 
14909,4,14908,0,314073787,trunk_link, , , , ,8,"""foot""=>""no"",""lanes""=>""1"",""maxspeed""=>""40"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.421699 ,30.619776 
14911,3,14910,0,103285457,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""oneway""=>""yes""",,,,114.421713 ,30.617252 
14912,4,14911,0,828014197,secondary, , , , ,6,oneway""=>""yes"",,,,114.421746 ,30.493004 
14913,4,14912,0,730852267,secondary, , , , ,6,oneway""=>""yes"",,,,114.421801 ,30.492874 
14914,3,14913,0,456199535,trunk, , , , ,28,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",,,,114.421911 ,30.520213 
14915,4,14914,0,730852267,secondary, , , , ,6,oneway""=>""yes"",,,,114.421918 ,30.492954 
14916,3,14915,0,149575840,trunk, , , , ,8,"""foot""=>""yes"",""oneway""=>""yes"",""ref""=>""G316""",,,,114.422050 ,30.508374 
14917,3,14916,0,235797268,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422050 ,30.522424 
14918,4,14917,0,235797268,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422057 ,30.522689 
14919,3,14918,0,235797268,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422059 ,30.522789 
14920,3,14919,0,101951052,primary_link, , , , ,7,oneway""=>""yes"",,,,114.422060 ,30.434664 
14921,3,14920,0,149575844,trunk, , , , ,8,"""foot""=>""yes"",""oneway""=>""yes"",""ref""=>""G316""",,,,114.422070 ,30.508584 
14922,4,14921,0,425879763,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422075 ,30.523148 
14923,4,14922,0,425879763,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422085 ,30.523236 
14924,3,14923,0,175745891,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.422096 ,30.601836 
14925,3,14924,0,587533723,primary, , , , ,7,ref""=>""S108"",,,,114.422098 ,31.298096 
14926,3,14925,0,492711254,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.422106 ,30.523581 
14927,3,14926,0,607689466,trunk, , , , ,28,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",,,,114.422110 ,30.522104 
14928,3,14927,0,101951074,primary_link, , , , ,7,oneway""=>""yes"",,,,114.422133 ,30.434967 
14931,4,14930,0,607689466,trunk, , , , ,28,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",,,,114.422223 ,30.523137 
14933,4,14932,0,607689466,trunk, , , , ,28,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",,,,114.422233 ,30.523223 
14934,3,14933,0,264394992,trunk_link, , , , ,28,"""bicycle""=>""no"",""bridge""=>""viaduct"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""2"",""layer""=>""2"",""maxspeed""=>""40"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.422243 ,30.620438 
14935,3,14934,0,492711257,trunk, , , , ,28,"""layer""=>""2"",""oneway""=>""yes""",,,,114.422272 ,30.521688 
14936,3,14935,0,425879763,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422291 ,30.525277 
14937,4,14936,0,456199535,trunk, , , , ,28,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",,,,114.422312 ,30.523130 
14938,4,14937,0,456199535,trunk, , , , ,28,"""bridge""=>""viaduct"",""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",,,,114.422324 ,30.523214 
14941,4,14940,0,1087927023,trunk_link, , , , ,38,"""bicycle""=>""no"",""bridge""=>""yes"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""1"",""layer""=>""2"",""maxspeed""=>""40"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.422399 ,30.621602 
14942,3,14941,0,425879765,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422399 ,30.523123 
14943,3,14942,0,425879765,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422404 ,30.523206 
14944,4,14943,0,1087927023,trunk_link, , , , ,38,"""bicycle""=>""no"",""bridge""=>""yes"",""foot""=>""no"",""horse""=>""no"",""lanes""=>""1"",""layer""=>""2"",""maxspeed""=>""40"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.422441 ,30.621505 
14948,3,14947,0,607689468,secondary, , , , ,6,oneway""=>""yes"",,,,114.422496 ,30.525672 
14949,3,14948,0,973192718,construction, , , , ,0,"""construction""=>""primary"",""oneway""=>""yes""",,,,114.422560 ,30.439126 
14951,3,14950,0,101951029,primary_link, , , , ,7,oneway""=>""yes"",,,,114.422614 ,30.434109 
14953,4,14952,0,233487233,primary, , , , ,7,oneway""=>""yes"",,,,114.422637 ,30.613614 
14954,3,14953,0,607689467,trunk, , , , ,28,"""lanes""=>""3"",""layer""=>""2"",""oneway""=>""yes""",,,,114.422646 ,30.525832 
14955,4,14954,0,175745891,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.422654 ,30.601964 
14956,4,14955,0,175748120,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.422656 ,30.601932 
14957,3,14956,0,233602173,trunk, , , , ,8,"""lanes""=>""3"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.422656 ,30.467562 
14959,4,14958,0,175745893,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.422681 ,30.601717 
14962,4,14961,0,233487227,primary, , , , ,7,oneway""=>""yes"",,,,114.422703 ,30.613397 
14963,3,14962,0,425879765,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422709 ,30.525339 
14964,3,14963,0,457722345,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.422711 ,30.393208 
14966,4,14965,0,175745893,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.422728 ,30.601536 
14968,4,14967,0,425879761,secondary, , , , ,-14,"""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes"",""tunnel""=>""yes""",,,,114.422761 ,30.527881 
14969,3,14968,0,828014197,secondary, , , , ,6,oneway""=>""yes"",,,,114.422794 ,30.494978 
14971,4,14970,0,175745893,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.422810 ,30.601327 
14972,3,14971,0,457722326,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.422813 ,30.393211 
14973,4,14972,0,233487233,primary, , , , ,7,oneway""=>""yes"",,,,114.422829 ,30.613619 
14975,4,14974,0,175745891,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.422843 ,30.602007 
14976,4,14975,0,175748120,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.422854 ,30.601978 
14978,4,14977,0,233487227,primary, , , , ,7,oneway""=>""yes"",,,,114.422895 ,30.613403 
14981,3,14980,0,457722344,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.422983 ,30.392538 
14982,3,14981,0,730852267,secondary, , , , ,6,oneway""=>""yes"",,,,114.423002 ,30.494914 
14983,4,14982,0,425879761,secondary, , , , ,-14,"""lanes""=>""2"",""layer""=>""-1"",""oneway""=>""yes"",""tunnel""=>""yes""",,,,114.423006 ,30.528153 
14984,4,14983,0,175745883,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.423006 ,30.601695 
14991,4,14990,0,175745883,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.423154 ,30.601514 
14993,3,14992,0,457722344,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.423180 ,30.391604 
14994,3,14993,0,101951029,primary_link, , , , ,7,oneway""=>""yes"",,,,114.423187 ,30.433745 
14995,3,14994,0,103285425,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.423199 ,30.603409 
14998,4,14997,0,101951060,primary, , , , ,7, ,,,,114.423298 ,30.433855 
14999,3,14998,0,457722326,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.423301 ,30.392790 
15000,3,14999,0,101807439,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.423323 ,30.392656 
15001,3,15000,0,175728198,secondary, , , , ,6,oneway""=>""yes"",,,,114.423329 ,30.606256 
15002,4,15001,0,101951060,primary, , , , ,7, ,,,,114.423340 ,30.433894 
15003,4,15002,0,101951060,primary, , , , ,7, ,,,,114.423390 ,30.433942 
15004,4,15003,0,101951060,primary, , , , ,7, ,,,,114.423436 ,30.433985 
15005,4,15004,0,942960121,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.423496 ,30.605861 
15006,3,15005,0,101951060,primary, , , , ,7, ,,,,114.423532 ,30.434066 
15007,3,15006,0,170684295,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.423541 ,30.393052 
15009,4,15008,0,1085740135,construction, , , , ,0,"""construction""=>""secondary"",""oneway""=>""yes""",,,,114.423584 ,30.487539 
15010,4,15009,0,1085740135,construction, , , , ,0,"""construction""=>""secondary"",""oneway""=>""yes""",,,,114.423710 ,30.487430 
15011,3,15010,0,942960110,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.423718 ,30.604179 
15015,3,15014,0,103285492,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.423772 ,30.609986 
15019,3,15018,0,103285524,secondary, , , , ,6,"""junction""=>""roundabout"",""oneway""=>""yes""",,,,114.423840 ,30.605928 
15022,4,15021,0,101983709,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.423885 ,30.392190 
15024,4,15023,0,457722355,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.423920 ,30.392160 
15026,4,15025,0,101983709,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.423944 ,30.392239 
15028,4,15027,0,457722355,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.423979 ,30.392209 
15029,3,15028,0,122893758,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.423983 ,30.605117 
15030,3,15029,0,377968758,primary, , , , ,7,"""oneway""=>""yes"",""ref""=>""S122""",,,,114.424070 ,30.178814 
15032,3,15031,0,888881952,primary, , , , ,7, ,,,,114.424217 ,30.178857 
15035,3,15034,0,973192717,construction, , , , ,0,"""construction""=>""primary"",""oneway""=>""yes""",,,,114.424320 ,30.439358 
15038,3,15037,0,1047025111,secondary, , , , ,6,ref""=>""S117"",,,,114.424466 ,30.963130 
15040,3,15039,0,175745879,trunk, , , , ,8,"""lanes""=>""3"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.424538 ,30.607947 
15041,3,15040,0,175962010,trunk, , , , ,8,"""lanes""=>""3"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.424540 ,30.467549 
15042,3,15041,0,1055634445,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G50;G4201""",,,,114.424545 ,30.390819 
15046,4,15045,0,101983709,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.424700 ,30.392856 
15047,3,15046,0,457722355,secondary, , , , ,6,"""lanes""=>""2"",""oneway""=>""yes""",,,,114.424736 ,30.392826 
15048,3,15047,0,314073787,trunk_link, , , , ,8,"""foot""=>""no"",""lanes""=>""1"",""maxspeed""=>""40"",""motor_vehicle""=>""yes"",""oneway""=>""yes"",""surface""=>""asphalt""",,,,114.424743 ,30.621193 
15050,3,15049,0,122893756,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.424825 ,30.606384 
15052,3,15051,0,803490343,trunk, , , , ,18,"""embankment""=>""yes"",""lanes""=>""4"",""layer""=>""1"",""oneway""=>""yes""",,,,114.424853 ,30.701222 
15053,3,15052,0,454908115,primary, , , , ,7,ref""=>""S101"",,,,114.424869 ,30.389707 
15054,4,15053,0,122893756,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.424931 ,30.604034 
15055,4,15054,0,102131306,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G50;G4201""",,,,114.425003 ,30.391208 
15057,3,15056,0,122893756,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425033 ,30.605341 
15059,4,15058,0,102131306,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G50;G4201""",,,,114.425065 ,30.391261 
15063,4,15062,0,833749535,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G50;G4201""",,,,114.425281 ,30.390963 
15064,4,15063,0,833749535,motorway, , , , ,9,"""lanes""=>""2"",""oneway""=>""yes"",""ref""=>""G50;G4201""",,,,114.425343 ,30.391019 
15066,3,15065,0,101951050,primary_link, , , , ,7,oneway""=>""yes"",,,,114.425405 ,30.432840 
15067,3,15066,0,101951029,primary_link, , , , ,7,oneway""=>""yes"",,,,114.425418 ,30.432318 
15068,4,15067,0,129534551,motorway, , , , ,29,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S3""",,,,114.425429 ,30.772525 
15069,4,15068,0,122893753,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425433 ,30.603828 
15070,3,15069,0,122893753,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425496 ,30.600875 
15071,4,15070,0,122893753,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425511 ,30.600987 
15072,4,15071,0,129534553,motorway, , , , ,29,"""bridge""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""oneway""=>""yes"",""ref""=>""S3""",,,,114.425524 ,30.772393 
15073,4,15072,0,122893753,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425535 ,30.601172 
15074,4,15073,0,122893753,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425557 ,30.601342 
15075,4,15074,0,122893753,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425572 ,30.601462 
15076,4,15075,0,175748120,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.425575 ,30.603275 
15079,3,15078,0,122893753,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425636 ,30.602085 
15080,4,15079,0,175745881,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.425674 ,30.603756 
15085,3,15084,0,250207001,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.425810 ,30.601117 
15087,4,15086,0,175745881,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.425828 ,30.603272 
15088,4,15087,0,175959126,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.425842 ,30.603706 
15089,3,15088,0,175745886,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.425843 ,30.598839 
15090,7,15089,0,170316882,primary, , , , ,7,"""name:en""=>""GaoXinSi Road"",""oneway""=>""yes""",,,,114.425904 ,30.453028 
15091,3,15090,0,101954131,primary, , , , ,7,oneway""=>""yes"",,,,114.425924 ,30.432339 
15092,4,15091,0,175959126,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.425977 ,30.603261 
15093,4,15092,0,454908115,primary, , , , ,7,ref""=>""S101"",,,,114.426044 ,30.390292 
15094,3,15093,0,101951068,primary, , , , ,7,"""lanes""=>""3"",""oneway""=>""yes""",,,,114.426062 ,30.432047 
15095,3,15094,0,456261680,construction, , , , ,10,"""bridge""=>""viaduct"",""construction""=>""trunk"",""layer""=>""1"",""oneway""=>""yes""",,,,114.426124 ,30.432150 
15096,4,15095,0,454908115,primary, , , , ,7,ref""=>""S101"",,,,114.426129 ,30.390333 
15102,3,15101,0,803490338,trunk, , , , ,18,"""embankment""=>""yes"",""lanes""=>""4"",""layer""=>""1"",""oneway""=>""yes""",,,,114.426234 ,30.701872 
15103,3,15102,0,250207001,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.426239 ,30.600933 
15104,3,15103,0,122893758,trunk_link, , , , ,8,oneway""=>""yes"",,,,114.426276 ,30.603576 
15106,3,15105,0,170684280,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.426362 ,30.389619 
15107,3,15106,0,175745886,trunk_link, , , , ,28,"""bridge""=>""yes"",""layer""=>""1"",""oneway""=>""yes""",,,,114.426456 ,30.598095 
15108,4,15107,0,175745881,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.426466 ,30.601202 
15109,4,15108,0,175745881,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.426491 ,30.601115 
15110,3,15109,0,936089364,secondary_link, , , , ,6,oneway""=>""yes"",,,,114.426529 ,30.389883 
15111,4,15110,0,175745881,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.426535 ,30.600946 
15112,4,15111,0,175745881,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.426562 ,30.600840 
15113,4,15112,0,101954131,primary, , , , ,7,oneway""=>""yes"",,,,114.426598 ,30.431907 
15114,4,15113,0,739375307,secondary, , , , ,6,oneway""=>""yes"",,,,114.426601 ,30.491473 
15115,4,15114,0,739375307,secondary, , , , ,6,oneway""=>""yes"",,,,114.426615 ,30.491555 
15116,4,15115,0,175959126,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.426619 ,30.601152 
15118,4,15117,0,175959126,trunk, , , , ,18,"""bridge""=>""viaduct"",""lanes""=>""4"",""layer""=>""1"",""motorroad""=>""yes"",""oneway""=>""yes""",,,,114.426645 ,30.601069 
15120,4,15119,0,739375306,secondary, , , , ,6,oneway""=>""yes"",,,,114.426680 ,30.491449 
